Column1,column ID,ID,Age,Customer_type,Gross_income,Net_income,Valid,SEX,Type_of_industry,Marital_Status,Months_in_city,Months_in_current_job,Org_Type,Debt_ratio,Target,ENQ_1,ENQ_2,ENQ_3,ENQ_4,ENQ_5,ENQ_6,ENQ_7,ENQ_8,ACCOUNT_9,ACCOUNT_10,ACCOUNT_11,ACCOUNT_12,ACCOUNT_13,ACCOUNT_14,ACCOUNT_15,ACCOUNT_16,ACCOUNT_17,ACCOUNT_18,ACCOUNT_19,ACCOUNT_20,ACCOUNT_21,bank_balance
1412,2026,12,45,SELF EMPLOYED,66666.67,66666.67,1,MALE,OTHERS,MARRIED,360,240,PROPRIETORSHIP,0.78,1,56,82,2,1,8,3,29,9,0,0,176,11,3,4,5,2,2,8597140,7875385,721755,411,49677
1413,2027,1807,32,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,85,96,INDIVIDUAL,0.19,0,20,20,1,1,1,1,2,2,0,0,411,1,1,0,1,1,0,485671,485671,0,411,27133
1414,2028,1181,57,SELF EMPLOYED,584955.83,584955.83,1,MALE,OTHERS,MARRIED,0,240,INDIVIDUAL,0.44,0,81,81,1,1,5,3,14,4,1,1,78,5,2,3,3,2,1,20924466,20000000,924466,410,137519
1415,2029,1799,41,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,120,144,INDIVIDUAL,2.09,0,0,0,1,1,4,2,12,3,0,0,329,6,2,4,5,1,4,4834407,3655508,1178899,410,105214
1416,2030,2841,37,SALARIED,42832,41522,1,FEMALE,GOVERNMENT,MARRIED,360,84,GOVT (ONLY FOR SALARIED),0.41,0,414,0,0,0,0,0,3,0,0,0,410,2,0,2,1,0,1,356350,0,356350,410,16831
1417,2031,3081,40,SELF EMPLOYED,127127.83,127127.83,1,MALE,OTHERS,MARRIED,468,7,INDIVIDUAL,0.25,0,417,417,0,0,0,0,2,1,0,0,410,1,1,0,1,1,0,1480662,1480662,0,410,23570
1418,2033,3448,32,SELF EMPLOYED,74603.83,74603.83,1,MALE,OTHERS,MARRIED,0,102,INDIVIDUAL,0.24,0,0,0,4,3,23,14,39,22,0,0,137,10,2,6,4,2,2,4833550,4400047,433503,410,146202
1419,2034,3490,30,SELF EMPLOYED,47606.58,47606.58,1,MALE,OTHERS,MARRIED,0,18,INDIVIDUAL,0.38,0,21,21,1,1,1,1,3,3,0,0,410,1,1,0,1,1,0,1840485,1840485,0,410,50439
1420,2036,1526,26,SELF EMPLOYED,67570.92,67570.92,1,MALE,OTHERS,MARRIED,120,44,PROPRIETORSHIP,0.32,0,53,53,2,2,3,2,6,4,0,2,409,4,0,2,2,0,1,1857254,930727,926527,409,36785
1421,2037,1576,28,SELF EMPLOYED,31387.33,31387.33,1,MALE,OTHERS,MARRIED,336,70,INDIVIDUAL,0.33,0,423,423,0,0,0,0,2,2,0,0,409,1,1,0,1,1,0,917945,917945,0,409,84864
1422,2039,744,44,SALARIED,60057,60057,1,MALE,BANKING AND FINANCE,MARRIED,60,18,INDIVIDUAL,0.36,0,248,0,0,0,2,0,4,0,0,0,231,4,0,2,2,0,2,140654,0,140654,408,42900
1423,2040,2098,26,SELF EMPLOYED,37640.17,37640.17,1,MALE,OTHERS,SINGLE,300,66,INDIVIDUAL,0.55,1,0,44,8,1,16,5,29,9,0,0,51,8,1,4,3,1,2,1385939,925012,460927,408,4187
1424,2041,2509,41,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,300,96,INDIVIDUAL,0.27,1,36,239,1,0,2,1,4,3,0,1,241,2,2,0,2,2,0,1115391,1115391,0,408,37165
1425,2042,3459,38,SELF EMPLOYED,3443.42,3443.42,1,MALE,OTHERS,MARRIED,0,456,INDIVIDUAL,8.72,0,49,49,2,2,2,2,5,5,0,0,408,1,0,1,1,0,1,2618985,0,2618985,408,49205
1426,2043,3471,39,SALARIED,41153,41153,1,MALE,EDUCATION,MARRIED,0,0,GOVT (ONLY FOR SALARIED),0.49,1,42,42,3,3,6,6,8,6,0,0,408,3,0,2,1,0,1,359,0,359,408,4564
1427,2045,2615,28,SALARIED,34527,25214,1,MALE,HEALTHCARE AND HEALTHCARE PROVIDERS,SINGLE,0,72,PRIVATE LIMITED,0.45,0,312,429,0,0,1,0,7,2,1,3,246,8,1,6,3,1,2,1093960,1060001,33959,407,55269
1428,2046,3318,51,SALARIED,132165,132165,1,MALE,OTHERS,MARRIED,192,0,INDIVIDUAL,0.61,0,7,7,5,4,6,4,18,6,1,1,106,9,0,8,5,0,4,846052,815152,30900,407,504404
1429,2047,839,45,SELF EMPLOYED,28396.67,28396.67,1,MALE,OTHERS,MARRIED,60,17,INDIVIDUAL,0.43,1,372,0,0,0,0,0,4,0,6,6,406,1,0,1,1,0,1,45225,0,45225,406,1783
1430,2048,1913,46,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,552,60,INDIVIDUAL,0.17,0,46,63,3,2,8,4,10,6,0,0,395,2,2,0,2,2,0,884959,884959,0,406,170096.472
1431,2049,552,38,SALARIED,51294,51294,1,FEMALE,INSTITUTIONS AND TRUST,MARRIED,0,120,GOVT (ONLY FOR SALARIED),0.44,0,427,427,0,0,0,0,3,3,0,0,405,1,1,0,1,1,0,1810151,1810151,0,405,39433
1432,2050,697,47,SELF EMPLOYED,42512.58,42512.58,1,MALE,OTHERS,MARRIED,216,108,PROPRIETORSHIP,1.15,0,3,3,1,1,6,2,14,2,1,1,207,15,0,10,3,0,2,400846,376018,24828,404,341015
1433,2052,2043,43,SELF EMPLOYED,27129,27129,1,MALE,OTHERS,MARRIED,504,75,INDIVIDUAL,0.65,0,3,3,1,1,4,2,7,3,0,2,394,4,0,0,2,0,0,213676,213676,0,404,170096.472
1434,2054,2452,51,SALARIED,39961,35309,1,MALE,IT AND COMMUNICATION,MARRIED,0,240,GOVT (ONLY FOR SALARIED),0.31,0,103,103,0,0,4,2,15,2,0,0,105,14,0,8,3,0,3,2122858,0,2122858,404,13004
1435,2055,2025,41,NON EARNING,30000,22668,1,FEMALE,TEXTILES,MARRIED,0,12,INDIVIDUAL,0.62,0,0,0,0,0,0,0,0,0,0,0,77,14,0,12,5,0,3,228000,68000,160000,403,170096.472
1436,2056,2456,37,SELF EMPLOYED,31150,31150,1,MALE,CONSTRUCTION IRRIGATION PROJECTS,MARRIED,0,59,INDIVIDUAL,0.32,0,406,486,0,0,0,0,10,1,0,0,403,10,0,2,1,0,0,25564,16359,9205,403,11475
1437,2057,3325,35,SALARIED,32053,32053,1,MALE,OTHERS,MARRIED,420,0,INDIVIDUAL,0.54,0,252,0,0,0,3,0,15,0,0,0,351,4,0,3,3,0,3,131281,0,131281,403,3412
1438,2059,470,45,SALARIED,22000,22000,1,MALE,CONSTRUCTION,MARRIED,264,348,PROPRIETORSHIP,0.34,0,0,0,0,0,0,0,0,0,0,0,97,7,0,0,1,0,0,0,0,0,402,4351
1439,2063,2086,38,SALARIED,40080,37527,1,MALE,OTHERS,MARRIED,396,96,CLOSELY HELD - PUBLIC LIMITED,0.52,0,50,50,1,1,6,3,27,3,2,2,84,5,0,4,4,0,3,422546,2336,420210,401,170096.472
1440,2064,2299,28,SELF EMPLOYED,10000,10000,1,FEMALE,MEDIA ADVERTISING,MARRIED,0,144,INDIVIDUAL,1.09,0,190,190,0,0,3,3,5,3,0,2,169,11,0,5,1,0,0,71300,24000,47300,401,170096.472
1441,2065,820,48,SELF EMPLOYED,31833.33,31833.33,1,MALE,OTHERS,MARRIED,240,76,INDIVIDUAL,1.05,0,63,63,1,1,2,2,6,5,0,0,400,2,2,0,2,2,0,1662602,1662602,0,400,13622
1442,2069,2647,38,SELF EMPLOYED,20273,20273,1,MALE,OTHERS,MARRIED,420,60,PROPRIETORSHIP,0.93,0,334,334,0,0,1,1,3,1,0,0,324,6,1,5,2,1,1,897470,836811,60659,400,12968
1443,2070,2846,41,SELF EMPLOYED,150000,150000,1,MALE,CONSTRUCTION,MARRIED,480,36,INDIVIDUAL,0.18,0,117,0,0,0,3,0,8,0,1,1,215,11,0,5,3,0,2,377811,206527,171284,400,170096.472
1444,2071,2978,28,SALARIED,22000,20000,1,MALE,OTHERS,MARRIED,0,0,PROPRIETORSHIP,0.5,0,13,13,3,2,4,2,12,2,0,0,81,13,0,12,4,0,3,183892,2957,180935,400,19613
1445,2072,2656,32,SELF EMPLOYED,23991.83,23991.83,1,MALE,OTHERS,MARRIED,240,120,PROPRIETORSHIP,0.26,0,1068,0,0,0,0,0,3,0,0,0,116,6,0,4,4,0,3,15686,0,15686,399,170096.472
1446,2073,143,37,SELF EMPLOYED,35386.67,35386.67,1,MALE,OTHERS,MARRIED,360,240,PROPRIETORSHIP,0.21,0,4,4,4,3,6,3,8,5,0,0,398,1,1,0,1,1,0,1931423,1931423,0,398,20903
1447,2075,2757,34,SELF EMPLOYED,27195.33,27195.33,1,MALE,PAINTS,SINGLE,216,63,INDIVIDUAL,0.21,0,398,637,0,0,0,0,3,2,0,0,398,1,0,1,1,0,1,35227,0,35227,398,1865
1448,2080,2565,37,SELF EMPLOYED,35495.75,35495.75,1,MALE,OTHERS,MARRIED,444,168,PROPRIETORSHIP,0.2,0,54,54,2,2,3,2,5,4,0,0,42,7,4,3,7,4,3,2350892,2296237,54655,396,170096.472
1449,2081,2711,37,SELF EMPLOYED,30400,30400,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.25,0,40,0,1,0,2,0,11,0,0,0,40,9,0,7,4,0,4,96252,0,96252,396,170096.472
1450,2083,126,47,SELF EMPLOYED,22467.42,22467.42,1,MALE,FMCG,MARRIED,360,58,INDIVIDUAL,0.5,0,110,0,0,0,1,0,2,0,0,0,395,2,0,2,2,0,2,0,0,0,395,8405
1451,2086,1361,42,SALARIED,28175,28175,1,MALE,OTHERS,MARRIED,480,97,INDIVIDUAL,0.27,0,102,102,0,0,1,1,1,1,0,0,394,2,0,0,1,0,0,48085,48085,0,394,22807
1452,2088,2614,35,SELF EMPLOYED,180750,180750,1,MALE,FOOD PRODUCTS,SINGLE,120,94,PROPRIETORSHIP,0.05,1,0,15,5,1,8,1,21,2,3,3,384,8,0,6,3,0,2,2814191,2396088,418103,394,17604
1453,2089,204,29,SALARIED,30000,30000,1,MALE,OTHERS,MARRIED,300,120,TRUST,0,0,400,1074,0,0,0,0,3,1,0,0,393,2,0,2,1,0,1,39624,0,39624,393,1961
1454,2090,1621,42,SELF EMPLOYED,83333.33,83333.33,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.24,0,412,412,0,0,0,0,4,2,0,0,393,1,1,0,1,1,0,2046389,2046389,0,393,433331
1455,2091,2228,31,SELF EMPLOYED,125000,125000,1,MALE,OTHERS,SINGLE,360,132,PROPRIETORSHIP,0.13,1,184,184,0,0,3,2,9,2,0,0,269,5,0,1,2,0,0,371951,371951,0,393,59297
1456,2092,2942,42,SELF EMPLOYED,32530.67,32530.67,1,MALE,OTHERS,MARRIED,240,22,PROPRIETORSHIP,0.56,1,61,208,1,0,2,1,3,1,0,0,393,1,0,1,1,0,1,3750,0,3750,393,117434
1457,2093,3509,63,SELF EMPLOYED,91501.58,91501.58,1,MALE,OTHERS,MARRIED,0,5,INDIVIDUAL,0.4,0,37,37,8,4,13,6,25,6,0,0,42,11,0,9,4,0,2,140690,128545,12145,393,577357
1458,2094,536,40,SELF EMPLOYED,368626.25,368626.25,1,FEMALE,CONSTRUCTION,MARRIED,468,168,PROPRIETORSHIP,0.54,0,4,411,3,0,6,0,20,6,0,0,383,20,3,5,3,3,0,37403921,37403921,0,392,14126518
1459,2095,581,29,SELF EMPLOYED,86530.58,86530.58,1,MALE,CONSUMER ELECTRONICS,SINGLE,240,156,INDIVIDUAL,0.65,0,47,47,1,1,6,1,12,1,0,0,392,4,0,1,1,0,1,100725,0,100725,392,80452
1460,2098,1142,38,SELF EMPLOYED,27819,27819,1,MALE,OTHERS,MARRIED,0,37,INDIVIDUAL,0.63,0,34,34,1,1,3,1,17,1,1,1,187,6,0,4,5,0,3,429370,388390,40980,392,11141
1461,2099,1391,27,SELF EMPLOYED,27225.75,27225.75,1,MALE,OTHERS,SINGLE,240,0,PROPRIETORSHIP,0.32,0,29,29,1,1,2,1,4,1,0,0,262,2,0,1,2,0,1,20440,20440,0,392,6217
1462,2101,1823,57,SALARIED,55583,51741,1,MALE,OTHERS,MARRIED,673,300,INDIVIDUAL,0.44,0,198,0,0,0,1,0,2,0,0,0,392,1,0,1,1,0,1,0,0,0,392,123032
1463,2102,2920,51,SELF EMPLOYED,225354.5,225354.5,1,MALE,OTHERS,MARRIED,0,33,PROPRIETORSHIP,0.17,0,39,39,1,1,5,3,20,5,1,1,140,6,1,3,3,1,2,3490668,2741760,748908,392,170096.472
1464,2103,3103,41,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,120,0,INDIVIDUAL,0.87,0,2,18,7,1,9,1,20,1,1,1,173,13,0,8,4,0,3,257308,192120,65188,392,18228
1465,2104,3673,37,SELF EMPLOYED,87500,87500,1,MALE,CHEMICALS,MARRIED,240,36,INDIVIDUAL,0.27,0,0,0,0,0,0,0,0,0,0,6,219,46,0,13,10,0,6,732339,430482,301857,392,217
1466,2105,3751,37,SELF EMPLOYED,87500,87500,1,MALE,CHEMICALS,MARRIED,240,36,INDIVIDUAL,0.27,0,0,0,0,0,0,0,0,0,0,6,219,46,0,13,10,0,6,732339,430482,301857,392,217
1467,2107,1016,49,SALARIED,13948,13948,1,FEMALE,OTHERS,MARRIED,108,120,GOVT (ONLY FOR SALARIED),0.38,0,452,452,0,0,0,0,3,3,0,0,391,1,1,0,1,1,0,437222,437222,0,391,15580
1468,2108,1756,38,SELF EMPLOYED,34267.5,34267.5,1,MALE,OTHERS,MARRIED,456,25,INDIVIDUAL,0.99,0,2,2,3,1,6,1,10,3,0,0,286,2,1,1,2,1,1,1797650,1756819,40831,391,34241
1469,2109,1836,49,SELF EMPLOYED,43812.75,43812.75,1,MALE,OTHERS,MARRIED,0,73,INDIVIDUAL,0.79,0,33,33,1,1,1,1,4,2,1,1,271,3,2,0,2,2,0,3220406,3220406,0,391,116461
1470,2110,2570,35,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,180,52,PARTNERSHIP,0.72,0,106,106,0,0,1,1,2,1,0,0,391,1,0,0,1,0,0,2527200,2527200,0,391,170096.472
1471,2111,3057,42,SELF EMPLOYED,48210,48210,1,MALE,OTHERS,MARRIED,240,69,INDIVIDUAL,0.38,0,132,0,0,0,5,0,8,0,1,1,169,9,0,3,5,0,2,452662,316060,136602,391,170096.472
1472,2112,543,33,SELF EMPLOYED,194712.08,194712.08,1,MALE,OTHERS,MARRIED,0,120,PROPRIETORSHIP,1.61,0,99,441,0,0,3,0,20,7,0,0,304,11,5,2,4,3,0,61941196,61934490,6706,390,-2965788
1473,2114,2405,28,SELF EMPLOYED,15000,15000,1,MALE,OTHERS,SINGLE,0,0,PROPRIETORSHIP,0.47,0,263,0,0,0,1,0,5,0,0,0,248,6,0,4,2,0,2,2759,0,2759,390,48155
1474,2117,1147,32,SELF EMPLOYED,30149.17,30149.17,1,MALE,OTHERS,MARRIED,384,4,INDIVIDUAL,0.82,0,11,55,3,2,3,2,5,4,0,0,389,1,1,0,1,1,0,1946008,1946008,0,389,18166
1475,2118,1628,44,SELF EMPLOYED,91666.67,91666.67,1,MALE,OTHERS,MARRIED,0,42,INDIVIDUAL,0.29,0,2,2,6,5,8,5,9,6,0,0,249,3,0,1,2,0,1,1369175,30046,1339129,389,25656
1476,2119,3195,43,SALARIED,28000,28000,1,MALE,OTHERS,MARRIED,504,0,INDIVIDUAL,0.47,0,261,381,0,0,3,0,6,1,0,0,252,4,0,4,4,0,4,21050,0,21050,389,18918
1477,2120,339,38,SALARIED,174800,22900,1,MALE,OTHERS,MARRIED,120,0,INDIVIDUAL,0.5,0,392,579,0,0,0,0,5,1,0,0,388,2,0,1,1,0,1,538,0,538,388,24413
1478,2121,535,40,SELF EMPLOYED,35292.92,35292.92,1,FEMALE,CONSTRUCTION,MARRIED,0,168,PROPRIETORSHIP,4.81,0,51,407,2,0,5,0,19,6,0,0,379,20,3,5,3,3,0,37403921,37403921,0,388,13858641
1479,2123,2657,42,SELF EMPLOYED,40622.25,40622.25,1,MALE,OTHERS,MARRIED,24,96,INDIVIDUAL,0.33,0,126,474,0,0,3,0,20,10,3,3,130,22,1,18,5,1,4,1845142,1060435,784707,388,10380
1480,2126,3003,36,SELF EMPLOYED,72124.5,72124.5,1,MALE,OTHERS,MARRIED,0,19,INDIVIDUAL,0.57,0,23,23,1,1,4,1,8,1,0,0,387,2,0,1,1,0,0,41950,42009,0,387,18873
1481,2127,85,38,SELF EMPLOYED,28524.75,28524.75,1,MALE,OTHERS,MARRIED,0,72,INDIVIDUAL,0.7,0,386,3456,0,0,0,0,3,1,0,0,386,2,1,1,1,0,1,0,0,0,386,32350
1482,2129,3863,38,SELF EMPLOYED,28524.75,28524.75,1,MALE,OTHERS,MARRIED,0,72,INDIVIDUAL,0.7,0,386,3456,0,0,0,0,3,1,0,0,386,2,1,1,1,0,1,0,0,0,386,32350
1483,2131,174,38,SELF EMPLOYED,47835,47835,1,MALE,OTHERS,MARRIED,240,210,INDIVIDUAL,0.37,1,43,43,5,5,5,5,6,5,0,0,385,1,0,0,1,0,0,24697,24697,0,385,3928
1484,2132,1344,50,SELF EMPLOYED,78762,78762,1,MALE,OTHERS,MARRIED,120,207,INDIVIDUAL,0.51,0,324,0,0,0,1,0,4,0,0,0,385,2,0,2,1,0,1,23080,0,23080,385,20736
1485,2133,1881,45,SELF EMPLOYED,21193,21193,1,FEMALE,OTHERS,MARRIED,180,108,INDIVIDUAL,0.55,0,25,56,2,1,3,1,6,2,0,1,275,3,0,3,2,0,2,47909,0,47909,385,29377
1486,2134,2240,39,SELF EMPLOYED,100000,100000,1,MALE,OTHERS,SINGLE,240,180,INDIVIDUAL,0.21,0,12,12,3,1,7,2,31,3,0,0,65,17,0,15,3,0,3,942417,0,942417,385,10461
1487,2136,3029,41,SELF EMPLOYED,39186.5,39186.5,1,MALE,OTHERS,MARRIED,360,10,INDIVIDUAL,1.04,0,35,35,1,1,4,1,9,1,0,2,79,10,0,1,3,0,1,610163,610163,0,384,104193
1488,2137,1258,30,SALARIED,31546,24760,1,MALE,OTHERS,MARRIED,120,48,INDIVIDUAL,0.5,0,4,4,3,2,3,2,3,2,0,0,362,8,0,0,2,0,0,69499,69499,0,383,8277
1489,2138,1989,32,SALARIED,21000,20000,1,MALE,OTHERS,MARRIED,300,60,INDIVIDUAL,0.31,0,93,93,0,0,3,3,4,3,0,0,113,3,0,2,2,0,2,29464,0,29464,383,170096.472
1490,2140,985,34,SELF EMPLOYED,33469.83,33469.83,1,MALE,OTHERS,MARRIED,240,1,INDIVIDUAL,0.46,0,10,10,1,1,1,1,4,1,0,0,382,1,0,1,1,0,1,0,0,0,382,12301
1491,2143,2936,35,SELF EMPLOYED,41929,41929,1,MALE,OTHERS,MARRIED,360,0,PROPRIETORSHIP,0.65,0,8,0,1,0,1,0,2,0,0,0,382,1,0,1,1,0,1,3600,0,3600,382,20892
1492,2144,81,25,SALARIED,18700,18700,1,MALE,OTHERS,SINGLE,276,0,INDIVIDUAL,0.5,0,86,0,1,0,4,0,8,0,0,0,381,2,0,2,1,0,1,0,0,0,381,1500
1493,2145,1804,32,SELF EMPLOYED,21090.83,21090.83,1,FEMALE,OTHERS,MARRIED,384,120,INDIVIDUAL,0.28,0,19,562,1,0,3,0,11,2,0,0,19,7,1,5,4,1,2,656781,603723,53058,381,9593
1494,2146,2201,47,SELF EMPLOYED,111840.83,111840.83,1,MALE,OTHERS,MARRIED,48,240,INDIVIDUAL,0.12,0,187,403,0,0,1,0,8,6,0,0,360,4,3,0,2,2,0,2546079,2546079,0,381,170096.472
1495,2147,3859,25,SALARIED,18700,18700,1,MALE,OTHERS,SINGLE,276,0,INDIVIDUAL,0.5,0,86,0,1,0,4,0,8,0,0,0,381,2,0,2,1,0,1,0,0,0,381,1500
1496,2148,56,41,SELF EMPLOYED,24166.67,24166.67,1,MALE,OTHERS,MARRIED,180,180,INDIVIDUAL,0.72,0,10,10,2,1,3,2,11,2,0,0,230,10,0,7,3,0,3,185714,0,185714,380,57288
1497,2150,2658,47,SELF EMPLOYED,34000,34000,1,MALE,OTHERS,MARRIED,180,60,PROPRIETORSHIP,0.45,0,386,0,0,0,0,0,1,0,0,0,380,1,0,0,1,0,0,140451,140451,0,380,85343
1498,2151,3455,46,SELF EMPLOYED,41435,41435,1,FEMALE,OTHERS,MARRIED,0,14,PROPRIETORSHIP,0.66,1,8,8,3,3,3,3,7,5,2,2,314,5,3,1,3,2,1,2000232,1654598,345634,380,5877
1499,2152,3834,41,SELF EMPLOYED,24166.67,24166.67,1,MALE,OTHERS,MARRIED,180,180,INDIVIDUAL,0.72,0,10,10,2,1,3,2,11,2,0,0,230,10,0,7,3,0,3,185714,0,185714,380,57288
1500,2153,1590,45,SELF EMPLOYED,51333.33,51333.33,1,MALE,OTHERS,MARRIED,121,17,INDIVIDUAL,0.61,0,17,39,5,1,8,1,20,1,0,0,324,7,0,5,4,0,3,241097,196000,45097,379,10016
1501,2154,2358,39,SALARIED,42256,42256,1,MALE,OTHERS,MARRIED,456,168,GOVT (ONLY FOR SALARIED),0.37,0,245,245,0,0,1,1,3,3,4,4,379,1,0,0,1,0,0,546480,546480,0,379,74673
1502,2155,2376,45,SELF EMPLOYED,29185.75,29185.75,1,MALE,OTHERS,MARRIED,528,12,INDIVIDUAL,0.73,0,50,50,1,1,2,2,6,2,0,0,379,3,0,2,1,0,1,80355,0,80355,379,15258
1503,2157,2630,34,SELF EMPLOYED,39518,39518,1,FEMALE,OTHERS,MARRIED,84,44,INDIVIDUAL,0.46,0,382,0,0,0,0,0,1,0,0,2,379,1,0,0,1,0,0,32384,32384,0,379,1214
1504,2160,711,45,SELF EMPLOYED,108112.75,108112.75,1,MALE,OTHERS,MARRIED,540,73,PROPRIETORSHIP,0.55,0,17,17,2,1,8,1,14,5,0,0,154,8,1,6,7,1,5,1834555,1562319,272236,378,14919
1505,2161,1399,32,SELF EMPLOYED,60013.08,60013.08,1,FEMALE,OTHERS,MARRIED,300,0,INDIVIDUAL,0.55,0,24,24,1,1,1,1,2,1,0,0,378,1,0,1,1,0,1,0,0,0,378,170096.472
1506,2162,1679,27,SELF EMPLOYED,416666.67,416666.67,1,MALE,OTHERS,MARRIED,121,32,INDIVIDUAL,0.03,0,4,4,1,1,4,1,11,1,0,0,289,5,0,2,3,0,1,236850,223673,13177,378,91518
1507,2163,3618,30,SELF EMPLOYED,200000,200000,1,MALE,OTHERS,MARRIED,300,72,PROPRIETORSHIP,0.08,0,229,0,0,0,2,0,2,0,0,0,378,1,1,0,1,1,0,1099591,1099591,0,378,35596
1508,2164,685,44,SELF EMPLOYED,293212.25,293212.25,1,MALE,TEXTILES,MARRIED,60,64,PROPRIETORSHIP,0.2,0,7,7,1,1,5,1,24,2,1,2,154,15,0,7,4,0,2,1904393,1647747,256646,377,69612
1509,2165,1041,41,SELF EMPLOYED,19580,19580,1,FEMALE,OTHERS,MARRIED,240,101,PROPRIETORSHIP,0.52,0,274,0,0,0,1,0,2,0,0,0,343,4,0,3,2,0,1,347000,106452,240548,377,25466
1510,2166,391,32,SALARIED,25000,20000,1,MALE,OTHERS,MARRIED,240,228,INDIVIDUAL,0.19,0,4,0,3,0,3,0,5,0,0,0,376,1,0,1,1,0,1,0,0,0,376,18538
1511,2168,1521,37,SELF EMPLOYED,30172.67,30172.67,1,MALE,OTHERS,MARRIED,0,81,PROPRIETORSHIP,0.29,0,84,0,1,0,6,0,10,0,0,0,235,3,0,1,2,0,1,26018,19768,6250,375,25595
1512,2170,2971,45,SELF EMPLOYED,509840.83,509840.83,1,MALE,OTHERS,MARRIED,0,119,INDIVIDUAL,0.23,0,4,4,9,6,18,12,77,21,0,0,29,42,4,22,21,2,14,9282284,7237723,2044561,375,117547
1513,2172,742,38,SELF EMPLOYED,1658.75,1658.75,1,MALE,TEXTILE READY MADE GARMENTS,MARRIED,120,60,PROPRIETORSHIP,6,0,109,109,0,0,3,2,3,2,0,0,374,1,1,0,1,1,0,100000,100000,0,374,7441
1514,2173,1662,33,SELF EMPLOYED,83333.33,83333.33,1,MALE,OTHERS,MARRIED,324,125,INDIVIDUAL,0.16,0,388,388,0,0,0,0,1,1,0,0,374,1,1,0,1,1,0,0,0,0,374,181606
1515,2176,2062,31,SALARIED,19000,19000,1,FEMALE,OTHERS,MARRIED,84,0,INDIVIDUAL,0.5,0,8,8,1,1,5,3,15,3,0,0,119,24,0,6,8,0,3,4536800,4536800,0,373,170096.472
1516,2177,3604,38,SELF EMPLOYED,8333.33,8333.33,1,MALE,OTHERS,MARRIED,0,0,PROPRIETORSHIP,4.66,0,92,142,0,0,3,1,10,1,0,0,87,7,0,5,3,0,2,167280,132970,34310,373,170096.472
1517,2178,847,40,SELF EMPLOYED,250000,250000,1,MALE,OTHERS,MARRIED,300,53,INDIVIDUAL,1.66,0,300,300,0,0,4,4,42,31,0,0,301,11,6,3,5,3,2,34697006,23569019,11127987,372,387674
1518,2179,3426,27,SELF EMPLOYED,30833.33,30833.33,1,MALE,OTHERS,MARRIED,180,89,PROPRIETORSHIP,0.57,0,84,84,1,1,2,2,6,2,0,0,114,2,0,2,2,0,2,3591,0,3591,372,170096.472
1519,2180,822,26,SALARIED,28500,28500,1,MALE,OTHERS,SINGLE,180,120,INDIVIDUAL,0.38,0,409,409,0,0,0,0,1,1,0,0,371,1,1,0,1,1,0,0,0,0,371,15124
1520,2182,2344,50,SELF EMPLOYED,24023.5,24023.5,1,MALE,OTHERS,MARRIED,600,343,PROPRIETORSHIP,2.09,1,212,0,0,0,1,0,4,0,2,2,212,3,0,2,3,0,2,614946,66230,548716,371,40946
1521,2183,2637,31,SALARIED,34694,34694,1,MALE,BANKING AND FINANCE,MARRIED,12,96,INDIVIDUAL,0.43,0,456,456,0,0,0,0,3,3,0,0,371,2,2,0,1,1,0,1636940,1636940,0,371,170096.472
1522,2184,827,51,SELF EMPLOYED,46250,46250,1,MALE,OTHERS,MARRIED,600,7,INDIVIDUAL,0.64,1,47,47,1,1,3,2,7,4,0,0,133,3,0,2,3,0,2,941239,71659,869580,370,82225
1523,2185,1817,37,SALARIED,75038,45695,1,MALE,OTHERS,MARRIED,61,192,INDIVIDUAL,0.51,0,253,253,0,0,3,3,14,13,0,0,370,4,3,1,1,1,0,2493645,2493645,0,370,11445
1524,2186,2507,28,SELF EMPLOYED,24205.83,24205.83,1,MALE,COMMUNICATION,SINGLE,324,36,INDIVIDUAL,0.21,0,16,16,4,2,8,3,11,4,0,0,241,4,1,2,4,1,2,515466,488970,26496,370,18574
1525,2187,2706,46,SALARIED,15000,15000,1,MALE,OTHERS,MARRIED,0,48,INDIVIDUAL,0.54,0,395,0,0,0,0,0,2,0,0,0,370,1,0,0,1,0,0,24820,24820,0,370,40620
1526,2188,2824,42,SELF EMPLOYED,80080,80080,1,MALE,TEXTILES,MARRIED,300,68,INDIVIDUAL,0.36,0,154,154,0,0,2,2,2,2,0,0,152,2,0,0,2,0,0,995435,995435,0,370,32469
1527,2189,2962,45,SELF EMPLOYED,74890.08,74890.08,1,MALE,OTHERS,MARRIED,0,111,PROPRIETORSHIP,0.89,0,39,39,1,1,1,1,7,6,0,0,370,1,1,0,1,1,0,4407173,4407173,0,370,596599
1528,2190,3409,37,SALARIED,16410,16410,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.42,0,293,0,0,0,1,0,4,0,0,0,155,10,0,10,6,0,6,86379,0,86379,370,20699
